Model: InDuDoNetPlus - Image Quality Evaluation by Metal Size
Date: 2025-05-12 15:39:11
Results Base Directory: /home/mcosta/PycharmProjects/InDuDoNet_plus/results/deeplesion
Structure: Nested (GT: Xgt, ModelOut: X)
Forced HU eval for image files: True
HU eval range used: [-1000, 3000]
Total files iterated: 2000
Total files with metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.18 ± 3.84         0.9760 ± 0.0066                 N/A                   N/A
Large-Med   ({688, 1329}px)     400       38.35 ± 3.75         0.9849 ± 0.0041                 N/A                   N/A
Medium      ({182, 371}px)      400       43.64 ± 3.13         0.9911 ± 0.0021                 N/A                   N/A
Med-Small   ({171, 180}px)      400       46.19 ± 2.44         0.9929 ± 0.0020                 N/A                   N/A
Small       ({54, 84}px)        400       46.33 ± 1.84         0.9932 ± 0.0013                 N/A                   N/A
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all successfully processed files) ---
PSNR(img): 41.94 ± 5.42 (from 2000 images)
SSIM(img): 0.9876 ± 0.0076
PSNR(hu): N/A (no valid HU data processed)
SSIM(hu): N/A (no valid HU data processed)

--- Individual File Metrics Log ---
Identifier                     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
img_033/mask_03.png                  2       688      G4       36.91      0.9826         nan         nan
img_033/mask_04.png                  3        84      G1       43.65      0.9917         nan         nan
img_033/mask_05.png                  4       171      G2       42.40      0.9923         nan         nan
img_033/mask_06.png                  5        54      G1       43.95      0.9918         nan         nan
img_033/mask_07.png                  6      1329      G4       33.52      0.9813         nan         nan
img_033/mask_08.png                  7      3119      G5       30.12      0.9658         nan         nan
img_033/mask_09.png                  8       182      G3       43.28      0.9899         nan         nan
img_033/mask_10.png                  9       180      G2       43.89      0.9900         nan         nan
img_034/mask_01.png                  0       371      G3       43.08      0.9900         nan         nan
img_034/mask_02.png                  1      1338      G5       34.93      0.9780         nan         nan
img_034/mask_03.png                  2       688      G4       38.06      0.9854         nan         nan
img_034/mask_04.png                  3        84      G1       46.89      0.9930         nan         nan
img_034/mask_05.png                  4       171      G2       47.24      0.9941         nan         nan
img_034/mask_06.png                  5        54      G1       46.44      0.9934         nan         nan
img_034/mask_07.png                  6      1329      G4       35.42      0.9841         nan         nan
img_034/mask_08.png                  7      3119      G5       30.76      0.9690         nan         nan
img_034/mask_09.png                  8       182      G3       45.25      0.9918         nan         nan
img_034/mask_10.png                  9       180      G2       46.54      0.9921         nan         nan
img_035/mask_01.png                  0       371      G3       42.31      0.9889         nan         nan
img_035/mask_02.png                  1      1338      G5       35.32      0.9774         nan         nan
img_035/mask_03.png                  2       688      G4       37.37      0.9835         nan         nan
img_035/mask_04.png                  3        84      G1       46.86      0.9925         nan         nan
img_035/mask_05.png                  4       171      G2       47.86      0.9938         nan         nan
img_035/mask_06.png                  5        54      G1       46.27      0.9927         nan         nan
img_035/mask_07.png                  6      1329      G4       34.01      0.9822         nan         nan
img_035/mask_08.png                  7      3119      G5       30.47      0.9669         nan         nan
img_035/mask_09.png                  8       182      G3       44.18      0.9903         nan         nan
img_035/mask_10.png                  9       180      G2       44.30      0.9902         nan         nan
img_036/mask_01.png                  0       371      G3       42.73      0.9887         nan         nan
img_036/mask_02.png                  1      1338      G5       35.97      0.9752         nan         nan
img_036/mask_03.png                  2       688      G4       37.82      0.9832         nan         nan
img_036/mask_04.png                  3        84      G1       44.95      0.9908         nan         nan
img_036/mask_05.png                  4       171      G2       43.61      0.9924         nan         nan
img_036/mask_06.png                  5        54      G1       46.19      0.9922         nan         nan
img_036/mask_07.png                  6      1329      G4       33.46      0.9819         nan         nan
img_036/mask_08.png                  7      3119      G5       29.88      0.9664         nan         nan
img_036/mask_09.png                  8       182      G3       45.24      0.9908         nan         nan
img_036/mask_10.png                  9       180      G2       43.83      0.9902         nan         nan
img_037/mask_01.png                  0       371      G3       33.56      0.9859         nan         nan
img_037/mask_02.png                  1      1338      G5       33.33      0.9721         nan         nan
img_037/mask_03.png                  2       688      G4       29.02      0.9739         nan         nan
img_037/mask_04.png                  3        84      G1       45.96      0.9914         nan         nan
img_037/mask_05.png                  4       171      G2       43.71      0.9922         nan         nan
img_037/mask_06.png                  5        54      G1       46.02      0.9922         nan         nan
img_037/mask_07.png                  6      1329      G4       32.69      0.9784         nan         nan
img_037/mask_08.png                  7      3119      G5       29.04      0.9614         nan         nan
img_037/mask_09.png                  8       182      G3       44.65      0.9905         nan         nan
img_037/mask_10.png                  9       180      G2       45.37      0.9907         nan         nan
img_038/mask_01.png                  0       371      G3       27.22      0.9795         nan         nan
img_038/mask_02.png                  1      1338      G5       25.25      0.9670         nan         nan
img_038/mask_03.png                  2       688      G4       26.44      0.9735         nan         nan
img_038/mask_04.png                  3        84      G1       46.36      0.9946         nan         nan
img_038/mask_05.png                  4       171      G2       44.24      0.9953         nan         nan
img_038/mask_06.png                  5        54      G1       48.54      0.9947         nan         nan
img_038/mask_07.png                  6      1329      G4       41.48      0.9917         nan         nan
img_038/mask_08.png                  7      3119      G5       37.47      0.9831         nan         nan
img_038/mask_09.png                  8       182      G3       47.43      0.9939         nan         nan
img_038/mask_10.png                  9       180      G2       48.16      0.9944         nan         nan
img_039/mask_01.png                  0       371      G3       35.74      0.9853         nan         nan
img_039/mask_02.png                  1      1338      G5       32.49      0.9719         nan         nan
img_039/mask_03.png                  2       688      G4       32.39      0.9766         nan         nan
img_039/mask_04.png                  3        84      G1       43.52      0.9915         nan         nan
img_039/mask_05.png                  4       171      G2       37.31      0.9893         nan         nan
img_039/mask_06.png                  5        54      G1       44.01      0.9925         nan         nan
img_039/mask_07.png                  6      1329      G4       33.20      0.9755         nan         nan
img_039/mask_08.png                  7      3119      G5       27.89      0.9538         nan         nan
img_039/mask_09.png                  8       182      G3       44.87      0.9916         nan         nan
img_039/mask_10.png                  9       180      G2       43.78      0.9916         nan         nan
img_040/mask_01.png                  0       371      G3       44.49      0.9902         nan         nan
img_040/mask_02.png                  1      1338      G5       36.13      0.9755         nan         nan
img_040/mask_03.png                  2       688      G4       39.22      0.9827         nan         nan
img_040/mask_04.png                  3        84      G1       46.43      0.9921         nan         nan
img_040/mask_05.png                  4       171      G2       47.30      0.9926         nan         nan
img_040/mask_06.png                  5        54      G1       47.56      0.9939         nan         nan
img_040/mask_07.png                  6      1329      G4       34.51      0.9807         nan         nan
img_040/mask_08.png                  7      3119      G5       31.49      0.9654         nan         nan
img_040/mask_09.png                  8       182      G3       46.15      0.9920         nan         nan
img_040/mask_10.png                  9       180      G2       45.52      0.9911         nan         nan
img_041/mask_01.png                  0       371      G3       43.15      0.9889         nan         nan
img_041/mask_02.png                  1      1338      G5       34.35      0.9715         nan         nan
img_041/mask_03.png                  2       688      G4       34.54      0.9804         nan         nan
img_041/mask_04.png                  3        84      G1       46.32      0.9916         nan         nan
img_041/mask_05.png                  4       171      G2       45.44      0.9930         nan         nan
img_041/mask_06.png                  5        54      G1       46.51      0.9929         nan         nan
img_041/mask_07.png                  6      1329      G4       32.86      0.9804         nan         nan
img_041/mask_08.png                  7      3119      G5       29.42      0.9625         nan         nan
img_041/mask_09.png                  8       182      G3       45.30      0.9910         nan         nan
img_041/mask_10.png                  9       180      G2       44.93      0.9909         nan         nan
img_042/mask_01.png                  0       371      G3       36.59      0.9869         nan         nan
img_042/mask_02.png                  1      1338      G5       36.46      0.9793         nan         nan
img_042/mask_03.png                  2       688      G4       40.39      0.9844         nan         nan
img_042/mask_04.png                  3        84      G1       43.49      0.9916         nan         nan
img_042/mask_05.png                  4       171      G2       42.15      0.9930         nan         nan
img_042/mask_06.png                  5        54      G1       45.42      0.9916         nan         nan
img_042/mask_07.png                  6      1329      G4       37.97      0.9886         nan         nan
img_042/mask_08.png                  7      3119      G5       37.78      0.9805         nan         nan
img_042/mask_09.png                  8       182      G3       43.93      0.9907         nan         nan
img_042/mask_10.png                  9       180      G2       45.99      0.9912         nan         nan
img_043/mask_01.png                  0       371      G3       40.93      0.9912         nan         nan
img_043/mask_02.png                  1      1338      G5       33.79      0.9827         nan         nan
img_043/mask_03.png                  2       688      G4       35.45      0.9866         nan         nan
img_043/mask_04.png                  3        84      G1       44.46      0.9930         nan         nan
img_043/mask_05.png                  4       171      G2       48.75      0.9948         nan         nan
img_043/mask_06.png                  5        54      G1       47.89      0.9936         nan         nan
img_043/mask_07.png                  6      1329      G4       38.51      0.9888         nan         nan
